IoU,Precision,Recall,Accuracy,True_Label,Predicted_Label
0.9211200475692749,0.9400182950733981,0.9786404244705456,0.950653076171875,True,True
0.9542174339294434,0.9898148453019876,0.9636796888356984,0.9669876098632812,True,True
0.930156409740448,0.960736716825943,0.9669121571138862,0.9766464233398438,True,True
0.9038450121879578,0.9087295392042657,0.9940882039963741,0.9692916870117188,True,True
0.8784918189048767,0.8791257882166973,0.9991798156538041,0.9730033874511719,True,True
0.785837709903717,1.0,0.785837726368376,0.9437446594238281,True,True
0.948578953742981,0.9709972367622942,0.9762388760898044,0.9910621643066406,True,True
0.891235888004303,0.999578176986391,0.8915711947626841,0.9117469787597656,True,True
0.9034647941589355,0.9903457147838005,0.9114926248464662,0.9328498840332031,True,True
0.9251917600631714,0.9391725166893017,0.9841648459580268,0.9697113037109375,True,True
0.9237768054008484,0.9317410821368605,0.9908317724996902,0.9572067260742188,True,True
0.8406038880348206,1.0,0.8406039062187962,0.9238815307617188,True,True
0.9679164886474609,0.9772316836209852,0.990247857308316,0.9945945739746094,True,True
0.9412297606468201,0.9942550073277968,0.9463767576817201,0.9757614135742188,True,True
0.9256672263145447,0.9942087867071453,0.9306854237145679,0.9457283020019531,True,True
0.9529964327812195,0.9588649669940053,0.9936187955476596,0.9845314025878906,True,True
0.9301211833953857,0.9542501311368133,0.9735340401519607,0.9473419189453125,True,True
0.8304647207260132,0.9999465869031087,0.8305015571072407,0.9271049499511719,True,True
0.7973648309707642,0.7979351307646858,0.9991044380933097,0.8756256103515625,True,True
0.9415290951728821,0.9473135495401571,0.9935564494083649,0.9939727783203125,True,True
0.9383215308189392,0.9683986690031307,0.9679603243328347,0.9876670837402344,True,True
0.9378272891044617,0.9570099069348544,0.9790741006163107,0.9879074096679688,True,True
0.8681012988090515,1.0,0.8681013018424985,0.9292716979980469,True,True
0.952957034111023,0.9836102129557365,0.9683332418637836,0.9900321960449219,True,True
0.8959340453147888,0.9139588528678304,0.9784616822180396,0.9350433349609375,True,True
0.9478022456169128,0.9600971277203553,0.986668979689877,0.984466552734375,True,True
0.8022918701171875,0.9953140444433597,0.8053338072740018,0.8466529846191406,True,True
0.8497156500816345,0.8812931090053504,0.9595381807973049,0.9815521240234375,True,True
0.9012746214866638,0.9278343253618849,0.9692166189262345,0.922943115234375,True,True
0.9332042336463928,0.9503553712471328,0.9810280875285774,0.954071044921875,True,True
0.7927156686782837,0.7958294987766829,0.9950884086444007,0.9646339416503906,True,True
0.9334236979484558,0.9652548531091041,0.9658765114056592,0.94940185546875,True,True
0.9226474761962891,0.927972667522781,0.9938187963399967,0.9373703002929688,True,True
0.9136379957199097,0.9139604659371691,0.9996139368786796,0.9850616455078125,True,True
0.9296427369117737,0.9748761005816016,0.9524619779850433,0.9738197326660156,True,True
0.976973295211792,0.9872482772462702,0.9894592854843901,0.9933662414550781,True,True
0.9061868786811829,0.9943194844231602,0.9109026416503314,0.9845848083496094,True,True
0.7295126914978027,0.9997414875544722,0.729650327032272,0.8851318359375,True,True
0.9642943739891052,0.9921084833803661,0.971747957536324,0.9943885803222656,True,True
0.8857329487800598,0.9135106453538502,0.9668090084820122,0.9593315124511719,True,True
0.9167322516441345,0.9314225290360296,0.9830865272938444,0.9624595642089844,True,True
0.9188385605812073,0.9608636402350736,0.9545627617717984,0.9923973083496094,True,True
0.9653960466384888,0.9865931587520361,0.9782292319888306,0.9773902893066406,True,True
0.7476763129234314,0.9928857871985834,0.751703362563876,0.8772850036621094,True,True
0.8752020597457886,0.9011274247557907,0.9681738834248733,0.9752616882324219,True,True
0.919605553150177,0.9381537346446558,0.9789531335576246,0.9749641418457031,True,True
0.9342629909515381,0.9575049972742141,0.9746765198250109,0.9717140197753906,True,True
0.921302080154419,0.9751249432076329,0.9434757125064107,0.991607666015625,True,True
0.6891694068908691,1.0,0.6891694208159506,0.9124603271484375,True,True
0.8558009266853333,0.98159208309272,0.8697596500942755,0.9202423095703125,True,True
0.9222145080566406,0.96251724301955,0.9565679843999291,0.9739570617675781,True,True
0.9213362336158752,0.9356764141430569,0.9836376692654903,0.98126220703125,True,True
0.895617663860321,0.9178570872213481,0.9736589880027762,0.9738044738769531,True,True
0.8339574337005615,0.995896472062336,0.8368329966374278,0.903411865234375,True,True
0.7894142270088196,0.9899620575380625,0.7957840279520491,0.9580497741699219,True,True
0.9397209882736206,0.9656796065710997,0.9721900347624566,0.99774169921875,True,True
0.8721833229064941,0.8732618296529968,0.9985859402054715,0.9613113403320312,True,True
0.9022433161735535,0.9036291849207637,0.9983030187145965,0.9654731750488281,True,True
0.8943749666213989,0.927078927332713,0.9620542082738944,0.9802513122558594,True,True
0.830542802810669,0.9658940896918493,0.8556357439983963,0.9202728271484375,True,True
0.7547062039375305,0.7575101727899982,0.9951193436679294,0.8407402038574219,True,True
0.9526563882827759,0.9622416964189117,0.9896517191498831,0.9881973266601562,True,True
0.7944890856742859,0.8029371754969482,0.9869299927340214,0.8887557983398438,True,True
0.6376663446426392,0.6435543186561972,0.9858550177383254,0.8596534729003906,True,True
0.9176037907600403,0.9683958208488576,0.9459311573455494,0.9745368957519531,True,True
0.8651667833328247,0.9447237616408616,0.9112978782033618,0.9803390502929688,True,True
0.9229626655578613,0.9520577933450087,0.9679501446694858,0.988922119140625,True,True
0.8227814435958862,0.8232460474308301,0.9993145843596719,0.9616661071777344,True,True
0.8207752108573914,0.8208289054197662,0.9999203345947022,0.9581794738769531,True,True
0.8913781642913818,0.8916415705437809,0.9996687307290473,0.9635276794433594,True,True
0.8991684317588806,0.9001179439354874,0.9988281844468118,0.971923828125,True,True
0.8623659014701843,0.9991952217503443,0.8629652891177825,0.9372596740722656,True,True
0.7959056496620178,0.7964453327147165,0.9991493172151332,0.9563407897949219,True,True
0.948084831237793,0.9725704356460221,0.9741321260968206,0.9803581237792969,True,True
0.8721060752868652,0.929846076442935,0.9335301174390706,0.9669151306152344,True,True
0.8782840967178345,0.9009041479589736,0.9722067877225347,0.9537506103515625,True,True
0.8893057107925415,0.8918375394321767,0.9968178692946423,0.9463043212890625,True,True
0.6987977027893066,0.7018751698523417,0.9937645526658511,0.8343849182128906,True,True
0.9201878309249878,0.9328038655946363,0.9855149657934603,0.9528617858886719,True,True
0.910521388053894,0.9128436916638745,0.9972137147979383,0.9499549865722656,True,True
0.585277795791626,0.5852814065415971,0.9999895113330047,0.7422904968261719,True,True
0.6403203010559082,0.640838253799245,0.9987392784793759,0.8013916015625,True,True
0.8502367734909058,0.8511850819100732,0.9986913403537471,0.9343643188476562,True,True
0.903282642364502,0.9806772527262292,0.9196504087961658,0.9853439331054688,True,True
0.7744855880737305,0.9914798623383871,0.7796746540273267,0.9407997131347656,True,True
0.9309297800064087,0.9735035951069194,0.9551305542830967,0.9881973266601562,True,True
0.9296330213546753,0.9579463056696618,0.9691862313993399,0.9744796752929688,True,True
0.9489826560020447,0.9566711070602257,0.9916024062335984,0.9748153686523438,True,True
0.6774784922599792,0.6778566302527709,0.9991772449459332,0.9845619201660156,True,True
0.8641616106033325,1.0,0.86416159477816,0.9941253662109375,True,True
0.9007412195205688,0.9140957156873433,0.9840394319915503,0.9964752197265625,True,True
0.9056263566017151,0.9838056680161943,0.9193312179643641,0.9970054626464844,True,True
0.8465187549591064,0.872231399386441,0.9663479495032494,0.9821052551269531,True,True
0.9123764038085938,0.931322505800464,0.9781893505544048,0.9970588684082031,True,True
0.853554368019104,0.8558609085810431,0.9968525446879268,0.989013671875,True,True
0.916467547416687,0.953872244205766,0.9589679472607411,0.9941329956054688,True,True
0.8975728750228882,0.9641410732365845,0.9285714285714286,0.995025634765625,True,True
0.9366041421890259,0.9933525854083801,0.942511502869255,0.9952926635742188,True,True
0.6135890483856201,0.6135890357886581,1.0,0.9695625305175781,True,True
0.9089893102645874,0.9090191953720747,0.9999638427884442,0.9894371032714844,True,True
0.9154655337333679,0.9978784403669725,0.9172508301270226,0.9938697814941406,True,True
0.8161616325378418,0.9764540776547638,0.8325466994615436,0.9892387390136719,True,True
0.9415595531463623,0.9869385154507805,0.9534403165530886,0.9948654174804688,True,True
0.8510390520095825,0.8985430928558891,0.9415118631598308,0.9931640625,True,True
0.8695464730262756,0.9655502392344497,0.8973874374652585,0.9953804016113281,True,True
0.8062567114830017,0.9903231867718902,0.8126590085575515,0.9903373718261719,True,True
0.06132936105132103,0.061329361884827994,1.0,0.19935989379882812,True,True
0.8758673071861267,0.8875490028975627,0.9851953457572604,0.988739013671875,True,True
0.914399266242981,0.9508543082858718,0.9597589244320816,0.9963035583496094,True,True
0.9560331702232361,0.9678595096090126,0.9873802816901408,0.9984626770019531,True,True
0.8246120810508728,1.0,0.8246120534103212,0.9888763427734375,True,True
0.7731293439865112,1.0,0.7731293578936413,0.9916839599609375,True,True
0.8845524787902832,0.921943711521548,0.9561598540562112,0.9916496276855469,True,True
0.9284626245498657,0.9942545041849907,0.9334709643047416,0.995880126953125,True,True
0.9098963737487793,0.9109347442680776,0.9987487914462834,0.9933662414550781,True,True
0.8112604022026062,0.8526416906820365,0.9435526735409802,0.9921226501464844,True,True
0.8393059372901917,0.9906500445235975,0.8460076045627376,0.993499755859375,True,True
0.8369054794311523,0.8369054909165136,1.0,0.9939041137695312,True,True
0.9349848628044128,0.9838920826455689,0.9495193628124142,0.9908294677734375,True,True
0.8492764830589294,0.851730708161321,0.9966186087990487,0.981842041015625,True,True
0.8797851800918579,0.8951709062003179,0.9808383233532935,0.9953041076660156,True,True
3.450060376275488e-11,0.0,0.0,0.8894309997558594,True,True
0.8595165610313416,0.8599289204797868,0.9994423734239304,0.9396553039550781,True,True
0.916731595993042,0.9336060319301566,0.9806650206816943,0.9894027709960938,True,True
0.7694234251976013,1.0,0.7694234019908596,0.9859504699707031,True,True
0.8891317248344421,0.9625911241846783,0.920954420312022,0.9928398132324219,True,True
0.9014550447463989,0.9834223343700487,0.9153648678173476,0.98602294921875,True,True
0.8235263228416443,0.9982971745711403,0.8246847973324998,0.987060546875,True,True
0.923617422580719,0.9658686892628585,0.9547797563261481,0.9974288940429688,True,True
0.8275951147079468,1.0,0.8275951165945352,0.9898185729980469,True,True
0.7722989916801453,0.9987814784727863,0.7730273498899717,0.9944686889648438,True,True
0.8706586360931396,0.9986022871664549,0.8717209250734845,0.9821853637695312,True,True
0.8731088638305664,0.978511082982544,0.890177280274222,0.9631423950195312,True,True
0.7817918658256531,1.0,0.7817918392415628,0.9471435546875,True,True
0.9387726187705994,0.9878182169129475,0.9497680173213734,0.9885406494140625,True,True
0.9355689287185669,0.9993687277436063,0.9361221457379386,0.9837799072265625,True,True
0.89487224817276,0.9877381364738483,0.9049251078954049,0.9936103820800781,True,True
0.9278228878974915,0.969684509569378,0.9555400029468101,0.9923019409179688,True,True
0.9486152529716492,0.9719491387715307,0.9753169459051813,0.9901123046875,True,True
0.8184618353843689,0.8952444841979725,0.9051487655623549,0.949188232421875,True,True
0.9365797638893127,0.9512680541339702,0.9837810500564547,0.9783935546875,True,True
0.7850828170776367,1.0,0.7850828360203082,0.9263648986816406,True,True
0.8693298101425171,0.8695852969886536,0.9996621458564603,0.9524955749511719,True,True
0.76759272813797,0.9901211135213305,0.7735168264817613,0.87347412109375,True,True
0.872585654258728,0.994523593281913,0.8767986041397773,0.9591331481933594,True,True
0.7944398522377014,0.7955407376536778,0.998261187883225,0.9246330261230469,True,True
0.9075968861579895,0.9373021132464472,0.9662592986184909,0.9901123046875,True,True
0.8162879943847656,1.0,0.8162880049747929,0.96844482421875,True,True
0.9778458476066589,0.9846376343819053,0.9929953928589313,0.9862899780273438,True,True
0.9192312955856323,0.9232332027281962,0.9953066332916145,0.9978675842285156,True,True
0.9387151598930359,0.958337326305702,0.9786536508985039,0.9800758361816406,True,True
0.8253554701805115,0.9282527275687998,0.8815960408289515,0.9769935607910156,True,True
0.9060043096542358,0.9668126809711188,0.9350854516731294,0.9896926879882812,True,True
0.7636570930480957,0.9999820266724181,0.7636675588497701,0.9343147277832031,True,True
0.9158830046653748,0.9999669849864226,0.9159106716259942,0.9575538635253906,True,True
0.747103214263916,1.0,0.7471031872164591,0.96661376953125,True,True
0.6202210187911987,1.0,0.6202210085100978,0.9315643310546875,True,True
0.9610251188278198,0.995136681038863,0.9655599847872326,0.9893951416015625,True,True
0.771501362323761,0.9377211771279568,0.8131675112555773,0.9544944763183594,True,True
0.8627872467041016,1.0,0.8627872440206347,0.9866065979003906,True,True
0.758088231086731,1.0,0.7580882422723951,0.9027633666992188,True,True
0.9597266912460327,0.9982477467117872,0.9613461862976713,0.9708175659179688,True,True
0.7923137545585632,0.9599773005585257,0.8193800030591954,0.9678611755371094,True,True
0.954262375831604,0.9893762896891433,0.9641416172597657,0.9592361450195312,True,True
0.7540108561515808,1.0,0.7540108454384535,0.9666023254394531,True,True
0.9480654001235962,0.9990104821802935,0.9489565078859328,0.9502105712890625,True,True
0.927025318145752,0.9994011243679121,0.9275405998880543,0.9288406372070312,True,True
0.6785475015640259,0.9875547337728967,0.68439988453225,0.8243331909179688,True,True
0.9107453227043152,0.9247467982022359,0.9836471622233467,0.9723854064941406,True,True
0.8726274967193604,0.8739356386168299,0.9982875930407781,0.9756546020507812,True,True
0.8819547295570374,0.9979437618876266,0.883560396880784,0.9702644348144531,True,True
0.9069716930389404,0.911915403902758,0.994058229352347,0.9967269897460938,True,True
0.9106462597846985,0.9133683919180736,0.9967379485320769,0.9938240051269531,True,True
0.8439796566963196,0.9986289244867145,0.8449587359393815,0.9594230651855469,True,True
0.8055130243301392,1.0,0.8055130468903277,0.9621849060058594,True,True
0.8796389698982239,0.9104797494092433,0.9629199116587237,0.9913520812988281,True,True
0.934191882610321,0.9602592623108401,0.9717620900500278,0.9906044006347656,True,True
0.8758141398429871,0.9957423380436777,0.8791062792148349,0.9413032531738281,True,True
0.9010933637619019,0.9966913390093983,0.9037969117761167,0.9707374572753906,True,True
0.9342949986457825,0.9584587715525668,0.9737249761677789,0.986846923828125,True,True
0.9029399156570435,0.9044364726182909,0.9981707928234941,0.9836654663085938,True,True
0.9418349266052246,0.9776489091940126,0.9625610989381426,0.9784736633300781,True,True
0.8713440895080566,1.0,0.8713440638327142,0.892974853515625,True,True
0.8503259420394897,0.9999169552471827,0.8503859708597298,0.9191513061523438,True,True
0.9402858018875122,0.9983002313037516,0.9417936149276577,0.9499168395996094,True,True
0.8899940252304077,0.999928459007011,0.8900506890139841,0.9670486450195312,True,True
0.7925775647163391,0.9956882814989783,0.7953071889552731,0.9469757080078125,True,True
0.9242994785308838,0.9354651910950972,0.9872510907022934,0.9818305969238281,True,True
0.8660179376602173,0.901044442076095,0.9570409780393933,0.990020751953125,True,True
0.9093614816665649,0.9305712020695123,0.9755489458490071,0.9915199279785156,True,True
0.9000325202941895,0.9975936748023376,0.9019907570175841,0.9249954223632812,True,True
0.7866470813751221,0.9998079016456426,0.7867659655947354,0.9192276000976562,True,True
0.9284236431121826,0.9522314289867714,0.973776535648451,0.9903678894042969,True,True
0.9305436611175537,0.9621555826048468,0.9658964674516775,0.9950485229492188,True,True
0.9314420819282532,0.9931414502608593,0.9374723328906596,0.9952430725097656,True,True
0.9119253158569336,0.9121957247003584,0.9996750081247969,0.9864006042480469,True,True
0.8740731477737427,0.9975546591445158,0.8759499877420936,0.94305419921875,True,True
0.8990641236305237,0.9987613458687838,0.9000677072849379,0.9789352416992188,True,True
0.8795652985572815,0.9996722214209857,0.8798190650927176,0.960174560546875,True,True
0.8349413871765137,0.9992009269247673,0.8354992817291952,0.98114013671875,True,True
0.9019495844841003,0.9992451997607864,0.9025645059786029,0.9286308288574219,True,True
0.82445228099823,0.9986162787122167,0.8253952117114828,0.9736213684082031,True,True
0.9108259677886963,0.9904900735804526,0.9188614849636164,0.9946708679199219,True,True
0.9296098351478577,0.9437073907654168,0.9841845339689145,0.9718513488769531,True,True
0.9389686584472656,0.9999722454794825,0.9389931369993919,0.9463996887207031,True,True
0.8702571988105774,1.0,0.8702571937866056,0.9727897644042969,True,True
0.9496835470199585,0.9803382600336458,0.96812329417349,0.9736175537109375,True,True
0.9495060443878174,0.9757194244604317,0.9724841773021956,0.9641227722167969,True,True
0.9089111685752869,0.9090309822017139,0.9998549883990719,0.9920921325683594,True,True
0.8117105960845947,0.8117106105581747,1.0,0.9876594543457031,True,True
0.8661895990371704,0.9999591010408785,0.8662202618199855,0.9711837768554688,True,True
0.8044847249984741,1.0,0.8044847223743292,0.9727592468261719,True,True
0.922591507434845,0.9271789098414486,0.994665754141589,0.9841842651367188,True,True
0.8725166916847229,0.9955597031774464,0.8759253618678073,0.92626953125,True,True
0.8621170520782471,0.9841943854682709,0.8742207554088742,0.9898185729980469,True,True
0.8829538822174072,1.0,0.8829538883296567,0.9583053588867188,True,True
0.9200131893157959,0.9660416486649961,0.9507611191427843,0.9962921142578125,True,True
0.9325432181358337,0.9429883512544803,0.9882615330437845,0.9976768493652344,True,True
0.6956986784934998,0.9992545400050722,0.6960599571734475,0.7830467224121094,True,True
0.6935292482376099,0.6936752463879055,0.99969662704432,0.9388961791992188,True,True
0.9287062883377075,0.9621038003100112,0.9639689816203247,0.9736442565917969,True,True
0.9369392991065979,0.9639010503381226,0.9710113418125158,0.9518394470214844,True,True
0.8413000106811523,0.9886302361768013,0.849519447165665,0.9538230895996094,True,True
0.9165360331535339,0.9187930953609457,0.9973269179363806,0.9727821350097656,True,True
0.8487451076507568,0.9991965314413923,0.8493247770733467,0.9551925659179688,True,True
0.7164894342422485,0.9999569846220023,0.716511527555172,0.9298210144042969,True,True
0.2981521487236023,1.0,0.298152135401052,0.8035316467285156,True,True
0.8197892904281616,0.9998190318202382,0.8199109572099926,0.9444046020507812,True,True
0.9291255474090576,0.9359193266507302,0.9922478969225854,0.9864425659179688,True,True
0.9118924140930176,1.0,0.9118923867462052,0.9317131042480469,True,True
0.7661775946617126,0.9826710974292063,0.7766713394885677,0.9438858032226562,True,True
0.9185908436775208,0.9234553148301236,0.9942981528482797,0.9618568420410156,True,True
0.9112321138381958,0.9149285964434414,0.9955858068340602,0.9650497436523438,True,True
0.8941390514373779,0.9940541865882064,0.8989467849223947,0.99267578125,True,True
0.41580140590667725,0.4226752711222264,0.9623603979188909,0.695648193359375,True,True
0.8018937110900879,0.806624062922453,0.9927399228616804,0.9876289367675781,True,True
0.6809247732162476,0.680924755390077,1.0,0.9859428405761719,True,True
0.9197479486465454,0.9382680750800837,0.9789899949726256,0.9410171508789062,True,True
0.9352311491966248,0.937840176721095,0.9970341855510362,0.978240966796875,True,True
0.7396491765975952,1.0,0.7396492012065691,0.9555511474609375,True,True
0.869085431098938,0.8697224394057858,0.9991579183742211,0.9590911865234375,True,True
0.861758291721344,0.8961675870719223,0.9573450686784402,0.907745361328125,True,True
0.7611144781112671,0.7611144552412074,1.0,0.9894027709960938,True,True
0.9322843551635742,0.958810923760934,0.9711796194875518,0.9651641845703125,True,True
0.9595156311988831,0.9944812228448328,0.9646521565588975,0.9867744445800781,True,True
0.9400561451911926,0.9496218861209964,0.9893980650020276,0.9958457946777344,True,True
0.9498140811920166,0.9948076031525267,0.9545463059215763,0.9589118957519531,True,True
0.8589627146720886,0.8751927335931149,0.9788668359828175,0.9804458618164062,True,True
0.9189519286155701,0.9721389734538434,0.9438087242533323,0.9723892211914062,True,True
0.7935307621955872,1.0,0.7935307439217194,0.9447021484375,True,True
0.8979618549346924,0.9009133239513776,0.9963649278208369,0.9586524963378906,True,True
0.9386322498321533,0.9528169380429694,0.9843871765243329,0.9908638000488281,True,True
0.8968249559402466,0.9414868543101744,0.9497622334713913,0.9728279113769531,True,True
0.847714364528656,0.9939369065164263,0.8521207856183226,0.9634895324707031,True,True
0.8812934160232544,0.9942161153104631,0.8858350374914792,0.983306884765625,True,True
0.694281280040741,0.6942812800817241,1.0,0.9406356811523438,True,True
0.5853151082992554,0.598483101442591,0.963771404992779,0.9368743896484375,True,True
0.948972225189209,0.990350695164972,0.9578284538772234,0.9921684265136719,True,True
0.9422404766082764,0.99204573701218,0.9494132082401255,0.9468040466308594,True,True
0.8421942591667175,0.853979359804093,0.9838781185764379,0.9651031494140625,True,True
0.897641658782959,0.917782987273945,0.9761353517364203,0.9976158142089844,True,True
0.8801377415657043,1.0,0.8801377573569267,0.9451675415039062,True,True
0.9498767852783203,0.9811541066299245,0.9675294767870302,0.9830856323242188,True,True
0.9240413308143616,0.9283931003177486,0.9949528732137428,0.9948692321777344,True,True
0.9383693933486938,0.9488742769153939,0.9883395825657253,0.9771499633789062,True,True
0.8513762354850769,1.0,0.8513762143067413,0.8613319396972656,True,True
0.9407371282577515,0.9516304026196911,0.9879782092242156,0.9884071350097656,True,True
0.8041263818740845,0.8041263535593003,1.0,0.9883384704589844,True,True
0.8162116408348083,0.8176613900123615,0.9978323911069451,0.8829574584960938,True,True
0.6203123331069946,0.9184371989250038,0.6564759609285805,0.8308334350585938,True,True
0.8103815913200378,0.9979453618446085,0.8117359413202934,0.9765892028808594,True,True
0.8619846701622009,0.883356870686669,0.9726981984625316,0.959503173828125,True,True
0.7476286888122559,0.7476286673712658,1.0,0.8560791015625,True,True
0.5967804789543152,0.6011652542372882,0.9879257242333616,0.771820068359375,True,True
0.8662186861038208,0.915289392243366,0.9417151244848416,0.9508628845214844,True,True
0.8730660080909729,0.8758334244179692,0.9963939318577468,0.9955558776855469,True,True
0.7833806276321411,0.9792677461468015,0.796592169915993,0.9469871520996094,True,True
0.9291728734970093,0.9784974664022913,0.9485407968221086,0.9741706848144531,True,True
0.8098338842391968,1.0,0.8098338870431894,0.9781646728515625,True,True
0.8979562520980835,0.9554767082522605,0.9371702278935748,0.9891433715820312,True,True
0.9350420832633972,0.9914504088162105,0.942642759366603,0.9852180480957031,True,True
0.8941246271133423,0.9657534875604985,0.9234024990999377,0.9524993896484375,True,True
0.8548930883407593,0.9793802120290293,0.8705622271764992,0.9097366333007812,True,True
0.9556896686553955,0.9930039479795634,0.962168091809181,0.9939498901367188,True,True
0.9339134097099304,0.9738083955297555,0.9579764194005789,0.946746826171875,True,True
0.9254372119903564,0.9848689081692708,0.9387848663256443,0.9521675109863281,True,True
0.9031680226325989,0.9045788834669904,0.9982760680697083,0.9521598815917969,True,True
0.7941281795501709,0.9988881535407015,0.7948307458976681,0.9626846313476562,True,True
0.6336924433708191,0.633692458374143,1.0,0.9928665161132812,True,True
0.8204699158668518,0.8216484268125855,0.9982548718161798,0.9598922729492188,True,True
0.9186427593231201,0.9942541944380602,0.923545699202981,0.9517707824707031,True,True
0.8237415552139282,1.0,0.8237415663961695,0.9783744812011719,True,True
0.9250805974006653,0.9978387470158432,0.9269378583279081,0.9318199157714844,True,True
0.9007887840270996,0.9909423649407056,0.9082670579078734,0.9573440551757812,True,True
0.8007832169532776,0.8052274035693725,0.9931549647807316,0.9668159484863281,True,True
0.5762298703193665,0.9999748781590715,0.5762382257566399,0.6649932861328125,True,True
0.8593037724494934,0.8605959342801448,0.998255701272692,0.9903488159179688,True,True
0.8967137932777405,0.8993910823021017,0.9966913365259034,0.9899406433105469,True,True
0.7692702412605286,0.7694906755175625,0.9996277626987204,0.9262580871582031,True,True
0.8993412852287292,0.9615002456734182,0.9329371007214824,0.96240234375,True,True
0.9265057444572449,0.9539702498796083,0.9698630509580993,0.9784202575683594,True,True
0.9276648759841919,0.9347184069153673,0.9919310708493767,0.9703445434570312,True,True
0.8352250456809998,0.999774814221733,0.835382170931594,0.9699287414550781,True,True
0.9402086138725281,0.9704298947035073,0.9679393532593674,0.9940528869628906,True,True
0.9484079480171204,0.9735584335491828,0.9734833885762738,0.9973793029785156,True,True
0.9371850490570068,0.9404558404558404,0.9963027239115672,0.9932479858398438,True,True
0.7734349370002747,1.0,0.7734349634348088,0.9440994262695312,True,True
0.9079993963241577,0.970016339869281,0.9342198442048941,0.9954109191894531,True,True
0.9172226786613464,0.9640200543959104,0.9497352789256198,0.9898719787597656,True,True
0.8121089935302734,0.8223541726826451,0.9848910600034584,0.9597854614257812,True,True
